encoder_embed_dim,encoder_layer_num,encoder_ffn_embed_dim_avg,encoder_self_attention_heads_avg,latency_mean_encoder,latency_std_encoder
512,6,1962.6666666666667,4.666666666666667,7.0704100131988525,0.0575322993036074
640,6,2048.0,5.0,7.260263979434967,0.1848806786225167
640,6,1280.0,4.666666666666667,7.171440005302429,0.0938299369168673
640,6,1792.0,6.333333333333333,7.136241972446442,0.0684420249487106
640,6,938.6666666666666,6.0,7.174602001905441,0.089840840085232
640,6,1536.0,3.6666666666666665,7.175882011651993,0.0931055806005229
512,6,1109.3333333333333,5.666666666666667,7.113156020641327,0.0904432898087291
640,6,1792.0,5.666666666666667,7.164485991001129,0.0947654309576392
512,6,1024.0,4.666666666666667,7.108366042375565,0.0728694824054541
512,6,1280.0,4.333333333333333,7.234236061573029,0.071296790802988
640,6,1962.6666666666667,6.0,7.422709971666336,0.0992802538591677
640,6,1877.3333333333333,4.333333333333333,7.131853997707367,0.0820258804183659
512,6,1536.0,4.666666666666667,7.094421982765198,0.065508923863182
640,6,1792.0,3.6666666666666665,7.078792035579681,0.0799255855795396
640,6,1109.3333333333333,4.0,7.093151956796646,0.0835252419289078
512,6,1450.6666666666667,4.666666666666667,7.269805997610092,0.1299387861998655
640,6,1365.3333333333333,3.333333333333333,7.207489997148514,0.1170382568605225
640,6,1706.6666666666667,4.666666666666667,7.177141964435577,0.1113937944764785
512,6,1194.6666666666667,4.333333333333333,7.146074026823044,0.0662821135643986
640,6,1365.3333333333333,3.6666666666666665,8.0241339802742,0.1570852695537791
512,6,1792.0,5.0,7.196786016225815,0.1244036786205342
640,6,1792.0,4.0,7.0593880116939545,0.0722119122819182
640,6,1365.3333333333333,6.0,7.322564005851746,0.0500251920613469
640,6,1962.6666666666667,5.333333333333333,7.228759974241257,0.1250997542416023
512,6,1962.6666666666667,3.0,7.37473601102829,0.1596305572736981
640,6,1962.6666666666667,5.666666666666667,7.221039980649948,0.1075229507003105
512,6,1962.6666666666667,5.0,7.208205938339233,0.090593197364034
512,6,1536.0,4.666666666666667,7.230525970458984,0.1691841342679144
512,6,1621.3333333333333,3.6666666666666665,7.178218007087708,0.1534587866380231
640,6,1621.3333333333333,5.0,7.183349996805191,0.1576787430087085
640,6,1536.0,4.0,7.063099950551987,0.0516076339067243
640,6,2304.0,2.0,7.450244039297104,0.0804175988978399
512,6,1877.3333333333333,4.333333333333333,7.302986025810242,0.1349652570742296
512,6,1450.6666666666667,3.6666666666666665,7.372326046228409,0.12292416546962
640,6,2218.6666666666665,4.666666666666667,7.340017944574356,0.1080776531755792
640,6,1450.6666666666667,5.0,7.1981479823589325,0.1281761317660515
640,6,1450.6666666666667,6.333333333333333,7.093677997589111,0.1100207516745594
640,6,1706.6666666666667,4.666666666666667,7.524437963962555,0.0469404943657508
512,6,1194.6666666666667,4.333333333333333,7.101400047540665,0.1004735019490553
512,6,1792.0,5.0,7.094221979379654,0.1024502433125569
512,6,1365.3333333333333,4.666666666666667,7.459903955459595,0.1379065840489242
512,6,1706.6666666666667,5.333333333333333,7.054413944482803,0.0678099379571324
512,6,2304.0,3.333333333333333,7.4019900262355804,0.0817841223519762
640,6,2048.0,4.0,7.125315994024277,0.0672979258495533
512,6,1280.0,5.333333333333333,7.565948009490967,0.1487227717965243
640,6,1792.0,3.333333333333333,7.086555987596512,0.0837532931892923
512,6,1792.0,5.0,7.114571988582611,0.0773128779462494
512,6,1706.6666666666667,6.333333333333333,7.226188004016876,0.1666424397533203
640,6,1280.0,6.333333333333333,7.345180064439774,0.1292979504726437
512,6,1792.0,4.333333333333333,7.074691951274872,0.0351211710825874
512,6,1962.6666666666667,6.666666666666667,7.163530051708221,0.1116976583617617
512,6,1450.6666666666667,3.333333333333333,7.083351969718933,0.0740248067809032
640,6,1621.3333333333333,4.0,7.610525995492935,0.0919811204452011
640,6,1450.6666666666667,6.0,7.296500027179718,0.1474970945707344
512,6,1024.0,4.666666666666667,7.137781977653503,0.045306382396792
512,6,1877.3333333333333,6.0,7.265398025512695,0.1668902729505564
512,6,2048.0,3.6666666666666665,7.121237963438034,0.0812276764286609
640,6,1365.3333333333333,5.0,7.095660001039505,0.0571643497658188
640,6,1792.0,4.333333333333333,7.077788025140762,0.0742333076701746
640,6,2218.6666666666665,3.6666666666666665,7.17538794875145,0.1443905597450036
512,6,1962.6666666666667,4.666666666666667,7.11736798286438,0.0619844217864617
512,6,2048.0,4.666666666666667,7.127185970544815,0.0696440545149362
640,6,1621.3333333333333,3.0,7.5188319981098175,0.1181847496491134
640,6,2560.0,4.333333333333333,7.179106026887894,0.1417759382736922
512,6,1962.6666666666667,6.666666666666667,7.529888033866882,0.1016195300727543
512,6,1536.0,5.333333333333333,7.38426399230957,0.1215624597352819
640,6,1280.0,6.333333333333333,7.119220018386841,0.076815419303521
640,6,1450.6666666666667,3.333333333333333,7.869167953729629,0.0388415412183343
640,6,1280.0,6.333333333333333,7.372330009937286,0.113613169719581
512,6,1109.3333333333333,6.666666666666667,7.491335958242416,0.2271700528201603
640,6,2048.0,4.333333333333333,7.201431959867477,0.1128312344823709
640,6,2133.333333333333,2.6666666666666665,7.551072031259537,0.1246342760432837
512,6,2304.0,4.0,7.504999965429306,0.133438122432953
512,6,1109.3333333333333,5.0,7.357104003429413,0.054933679006498
640,6,1450.6666666666667,6.0,7.730084002017975,0.2075597679178633
512,6,1024.0,3.6666666666666665,7.0695080161094666,0.1049104616062549
512,6,2389.333333333333,6.0,7.2846119701862335,0.1714886655935656
512,6,2304.0,3.6666666666666665,7.46941602230072,0.1233453540337675
640,6,1194.6666666666667,4.666666666666667,7.120694011449814,0.1220111235889316
512,6,1706.6666666666667,4.666666666666667,7.14629602432251,0.1011992042184332
512,6,2048.0,4.333333333333333,7.348434001207352,0.2368790091189253
512,6,1280.0,4.0,7.235070019960403,0.1825572040342446
640,6,2304.0,3.6666666666666665,7.29230996966362,0.0979013205936353
512,6,1024.0,5.0,7.519717991352081,0.0912493043810654
512,6,1280.0,4.666666666666667,7.124106019735336,0.05994344311883
640,6,1109.3333333333333,5.333333333333333,7.838670045137405,0.0779578670495567
512,6,1962.6666666666667,3.6666666666666665,7.432422071695328,0.0540504251707931
512,6,1450.6666666666667,5.666666666666667,7.166066020727158,0.1112451579669764
640,6,2474.6666666666665,4.333333333333333,7.089695990085602,0.0730239348018545
640,6,1109.3333333333333,5.666666666666667,7.271982043981552,0.1066846430242067
640,6,1536.0,4.333333333333333,7.200218021869659,0.097957050907014
640,6,1962.6666666666667,6.0,7.165381997823715,0.0679350162639332
640,6,1621.3333333333333,3.6666666666666665,7.137416005134583,0.079877813583313
640,6,1109.3333333333333,4.333333333333333,7.127838015556336,0.087983249881137
512,6,1194.6666666666667,5.666666666666667,7.189527988433838,0.0895122489416633
512,6,2048.0,3.6666666666666665,7.108273923397064,0.0979917527431671
640,6,2048.0,5.0,7.104696035385132,0.0824516741042813
640,6,2048.0,6.666666666666667,7.257426023483276,0.1096050642008118
512,6,2389.333333333333,6.0,7.255026012659073,0.202210883793703
640,6,768.0,5.0,7.07940000295639,0.0593174374534558
512,6,1365.3333333333333,2.6666666666666665,7.120670050382614,0.0689792552314651
512,6,1109.3333333333333,3.6666666666666665,7.041734009981155,0.068093995485791
640,6,1706.6666666666667,4.0,7.545933991670608,0.1560244759300882
512,6,1621.3333333333333,4.666666666666667,7.129541993141174,0.0790827213023688
512,6,1365.3333333333333,4.0,7.139480024576187,0.0937095218446744
512,6,1536.0,4.666666666666667,7.143246054649353,0.0748586819921776
640,6,1877.3333333333333,4.0,7.414497971534729,0.1618052561807442
512,6,1877.3333333333333,4.666666666666667,7.2566840052604675,0.1339811070164963
640,6,1962.6666666666667,3.333333333333333,7.188651978969574,0.0629478523398817
640,6,1450.6666666666667,4.0,7.103744000196457,0.1339340590803611
640,6,2560.0,6.0,7.128291994333267,0.1238364287509512
512,6,1280.0,5.0,7.2528819143772125,0.116990293626142
512,6,1365.3333333333333,6.0,7.2810079753398895,0.134224895775355
640,6,1194.6666666666667,6.666666666666667,7.159200012683868,0.1090517945573481
640,6,2133.333333333333,4.666666666666667,7.465249985456467,0.094455983966076
512,6,2218.6666666666665,3.6666666666666665,7.517332017421722,0.0702719918856384
512,6,1706.6666666666667,3.6666666666666665,7.412035971879959,0.1728844794927996
512,6,1536.0,5.333333333333333,7.108375996351242,0.1015187933145892
640,6,1792.0,3.6666666666666665,7.435413986444473,0.0694277567377989
640,6,1450.6666666666667,6.0,7.47027200460434,0.1481819568312248
512,6,1450.6666666666667,5.0,7.149736016988754,0.0918321651649249
512,6,1792.0,4.333333333333333,7.406946003437042,0.107546740593029
512,6,1621.3333333333333,4.0,7.144737988710403,0.0713740086496865
512,6,1621.3333333333333,5.666666666666667,7.245549947023392,0.1468302957369521
640,6,1536.0,6.0,7.849960029125214,0.0847463201338204
512,6,1877.3333333333333,3.6666666666666665,7.215193927288055,0.1173597330595756
640,6,1365.3333333333333,3.333333333333333,7.167842000722885,0.0545969013122085
512,6,1706.6666666666667,4.666666666666667,7.0871759951114655,0.0747791238442431
512,6,1280.0,5.666666666666667,7.23579004406929,0.1345845127744524
640,6,1877.3333333333333,5.666666666666667,7.108019977807999,0.103758616720994
640,6,1280.0,5.666666666666667,7.18164399266243,0.1238536063756693
640,6,1365.3333333333333,5.0,7.201509982347488,0.0786202811763058
640,6,2048.0,5.0,7.08105805516243,0.0424244336987646
640,6,1365.3333333333333,7.0,7.099934041500092,0.1116739085515654
640,6,2048.0,4.666666666666667,7.098973959684372,0.0824684651498687
640,6,1365.3333333333333,4.333333333333333,7.472010016441345,0.0979599257048136
640,6,1962.6666666666667,4.0,7.208282023668289,0.1251814434521293
512,6,1109.3333333333333,4.666666666666667,7.139866083860397,0.0714747213517495
512,6,1536.0,4.666666666666667,7.206593990325928,0.0727365511869437
512,6,1194.6666666666667,4.333333333333333,7.077120065689087,0.0891342683366913
640,6,1450.6666666666667,2.6666666666666665,7.098418056964874,0.0831185813535798
512,6,1621.3333333333333,6.666666666666667,7.189959943294525,0.1232762354096067
512,6,2133.333333333333,2.333333333333333,7.252839982509613,0.1360511253595111
512,6,938.6666666666666,4.666666666666667,7.557993978261948,0.0869931848575544
512,6,938.6666666666666,6.0,7.226749986410141,0.1299449919097373
512,6,1706.6666666666667,5.666666666666667,7.189510017633438,0.1703402728744372
640,6,938.6666666666666,4.0,7.149731993675232,0.0899725760932321
512,6,1621.3333333333333,4.666666666666667,7.171201974153519,0.0989945932042549
640,6,2218.6666666666665,4.666666666666667,7.441334038972855,0.2309313155314815
512,6,1280.0,7.0,7.573483973741531,0.1191239412919351
640,6,1536.0,5.333333333333333,7.150720000267029,0.0990126410429651
512,6,1792.0,5.333333333333333,7.135498017072678,0.0596866610614697
512,6,1621.3333333333333,3.6666666666666665,7.224296063184738,0.1339208896748629
640,6,1792.0,5.333333333333333,7.348377972841263,0.0789704295012364
512,6,1621.3333333333333,4.0,7.181590020656586,0.0951057493156399
640,6,1621.3333333333333,5.333333333333333,7.212837994098663,0.1333410713199323
512,6,1621.3333333333333,5.666666666666667,7.0719680190086365,0.0686565196542106
512,6,1877.3333333333333,3.333333333333333,7.429504036903381,0.0961151264604495
512,6,1792.0,4.666666666666667,7.127739995718002,0.0810138586912725
640,6,1877.3333333333333,4.666666666666667,7.120436012744904,0.1251362135749536
640,6,1962.6666666666667,5.666666666666667,7.908982008695602,0.0736875341555673
512,6,1109.3333333333333,4.666666666666667,7.315666019916534,0.1172562696005604
512,6,1962.6666666666667,5.666666666666667,7.058032006025314,0.065620108895979
512,6,1706.6666666666667,6.0,7.130475968122482,0.0992185513063676
512,6,1706.6666666666667,6.333333333333333,7.533688008785248,0.0715852760326732
640,6,1450.6666666666667,4.333333333333333,7.060685992240906,0.0620421273315644
512,6,1365.3333333333333,7.333333333333333,7.587465941905975,0.1090209468764529
512,6,2048.0,4.333333333333333,7.267780005931854,0.1272141053674709
512,6,1450.6666666666667,3.0,7.189443945884705,0.0975289308971568
640,6,1365.3333333333333,5.0,7.10112002491951,0.0729164241457812
640,6,1536.0,6.666666666666667,7.395214021205902,0.0942522973964057
512,6,1706.6666666666667,5.666666666666667,7.95237809419632,0.3219403572174569
640,6,938.6666666666666,3.6666666666666665,7.300707936286926,0.094447489010683
640,6,1621.3333333333333,6.0,7.036774009466171,0.0620698383296457
512,6,1365.3333333333333,4.0,7.215864062309265,0.1244102377239991
512,6,1450.6666666666667,5.666666666666667,7.197805970907211,0.0707358220893186
512,6,1194.6666666666667,6.0,7.252042025327682,0.1046101150638018
640,6,1962.6666666666667,5.333333333333333,7.113180011510849,0.0930889345775064
640,6,2730.6666666666665,4.333333333333333,7.263694018125534,0.143585452847817
512,6,1792.0,5.333333333333333,7.226841926574707,0.1124906210993597
512,6,938.6666666666666,4.333333333333333,7.104915946722031,0.0700221537696269
512,6,1536.0,4.666666666666667,7.096933960914612,0.0852461575211047
640,6,2133.333333333333,3.333333333333333,7.145682036876679,0.0634360566482356
512,6,2048.0,3.0,7.151145964860916,0.1199342735183018
512,6,1621.3333333333333,4.0,7.162961959838867,0.0795646127611788
512,6,1109.3333333333333,4.666666666666667,7.196245968341827,0.1192684920480148
512,6,1280.0,4.666666666666667,7.437217950820923,0.1054320070948425
640,6,1450.6666666666667,4.666666666666667,7.249242007732391,0.1439161982583001
512,6,1962.6666666666667,3.333333333333333,8.481887876987457,0.0203632759594084
640,6,1706.6666666666667,6.0,7.060758054256439,0.0760272438249785
640,6,2389.333333333333,4.333333333333333,7.116857945919037,0.0916120052376356
640,6,1877.3333333333333,5.666666666666667,7.188827931880951,0.0667205117208859
512,6,1536.0,2.333333333333333,7.122343987226486,0.0782404675172289
512,6,1536.0,3.6666666666666665,7.177780002355576,0.1507477550946797
640,6,1621.3333333333333,4.333333333333333,7.406063973903656,0.0725259420958367
640,6,853.3333333333334,3.6666666666666665,7.256787985563278,0.1399569011747251
640,6,1194.6666666666667,5.0,7.231224030256271,0.0879313990166105
512,6,2133.333333333333,4.0,7.2673080265522,0.0866246987836685
512,6,1706.6666666666667,4.333333333333333,7.099889934062958,0.0849019122906427
512,6,853.3333333333334,3.333333333333333,7.144874036312103,0.1045636353610364
640,6,938.6666666666666,4.666666666666667,8.252544045448303,0.1789889380937979
512,6,1450.6666666666667,4.0,7.64725598692894,0.0782986375641976
512,6,1109.3333333333333,4.333333333333333,7.111562013626099,0.1459927375400421
640,6,1450.6666666666667,3.0,7.423113971948624,0.0587492301504709
640,6,1621.3333333333333,3.333333333333333,7.142681986093521,0.0974336702603887
512,6,938.6666666666666,4.0,7.426990002393722,0.0822468336469813
512,6,1280.0,6.666666666666667,7.396802008152008,0.0695275819668705
640,6,1621.3333333333333,5.0,7.095685988664627,0.0856560590518352
512,6,1109.3333333333333,4.0,7.071932017803192,0.0596665692290178
640,6,1962.6666666666667,5.0,7.052477985620499,0.0774921497613731
640,6,2133.333333333333,4.666666666666667,7.1850660145282745,0.1250874758533515
512,6,1194.6666666666667,4.666666666666667,5.651033937931061,0.0858414731147614
640,6,1109.3333333333333,5.333333333333333,5.611019998788834,0.0504842762424431
640,6,1962.6666666666667,4.666666666666667,5.683199971914291,0.0898816689736312
640,6,2133.333333333333,6.333333333333333,5.662776052951813,0.0912807937784689
640,6,1621.3333333333333,5.0,5.682615965604782,0.0618451465782051
512,6,2048.0,3.0,5.623201996088028,0.0781713503705999
640,6,1621.3333333333333,3.6666666666666665,5.617336004972458,0.0725945671791929
640,6,1792.0,4.666666666666667,5.791539996862412,0.1081243106216329
640,6,1450.6666666666667,3.333333333333333,5.68597599864006,0.1008704995148087
512,6,1365.3333333333333,4.0,6.051233977079392,0.1048628362151892
512,6,1877.3333333333333,4.333333333333333,5.679509997367859,0.0661834244100319
640,6,1536.0,5.0,5.724951952695847,0.0962679970591243
640,6,1621.3333333333333,4.333333333333333,5.884806007146835,0.1377696797538772
640,6,2304.0,3.6666666666666665,5.7204559445381165,0.1118676005294256
512,6,2048.0,5.0,5.657236009836197,0.0567614493505042
512,6,1109.3333333333333,3.0,5.675428003072739,0.0727775733836076
640,6,1536.0,5.333333333333333,5.749846041202545,0.0817571461700377
512,6,2389.333333333333,4.666666666666667,5.689983993768692,0.0570236838599076
640,6,2133.333333333333,5.333333333333333,5.857500046491623,0.1551979780227331
640,6,1450.6666666666667,4.666666666666667,5.665991991758347,0.085635596242264
640,6,1194.6666666666667,4.333333333333333,5.605140000581741,0.0549595215421361
640,6,2133.333333333333,3.0,5.677295982837677,0.0648479780254809
512,6,1792.0,5.0,5.657932013273239,0.1019788294731516
640,6,1621.3333333333333,3.333333333333333,5.683756053447723,0.0640473878094177
640,6,1621.3333333333333,4.0,5.582144021987915,0.0465555659136567
512,6,938.6666666666666,2.6666666666666665,5.893151968717575,0.1111662366456073
640,6,1621.3333333333333,3.6666666666666665,5.742860049009323,0.0796221526230546
640,6,1877.3333333333333,7.0,6.233122020959854,0.0627878140572412
512,6,2048.0,2.6666666666666665,5.801762014627457,0.1118927923336241
640,6,1109.3333333333333,3.333333333333333,5.698562055826187,0.1056539044716944
512,6,1450.6666666666667,4.333333333333333,5.806430011987686,0.1223323496259
512,6,1792.0,4.666666666666667,5.689251959323883,0.0581529624173918
512,6,1365.3333333333333,4.333333333333333,5.632670015096664,0.0506577910202839
640,6,1877.3333333333333,6.666666666666667,5.812681972980499,0.1401688114782312
