encoder_embed_dim,encoder_layer_num,encoder_ffn_embed_dim_avg,encoder_self_attention_heads_avg,latency_mean_encoder,latency_std_encoder
640,6,1962.6666666666667,6.0,5.495997965335846,0.0519090571361341
640,6,1706.6666666666667,6.333333333333333,5.532407909631729,0.0188368738157474
512,6,2133.333333333333,6.0,5.543181955814362,0.0473371778071163
512,6,2474.6666666666665,5.0,5.530093938112259,0.028486411481044
640,6,1621.3333333333333,3.333333333333333,6.1572399735450745,0.2179891513309867
640,6,1109.3333333333333,5.666666666666667,5.595698028802872,0.1078761894705243
512,6,2048.0,5.0,5.556572020053864,0.0420531699827191
512,6,1706.6666666666667,4.666666666666667,5.738759994506836,0.0887901035183471
640,6,2048.0,3.333333333333333,5.693956017494202,0.0995678854892011
512,6,1450.6666666666667,5.0,5.562987953424454,0.0506048878708742
640,6,2048.0,4.0,5.968436032533646,0.0703607152979571
640,6,1621.3333333333333,6.333333333333333,5.7697500586509705,0.0825360696854504
512,6,2048.0,5.666666666666667,5.602032035589218,0.0790460671136292
512,6,2048.0,6.666666666666667,5.561749964952469,0.069102141646472
512,6,1450.6666666666667,5.0,5.5187700390815735,0.0214770581715097
640,6,1962.6666666666667,4.333333333333333,6.087586045265198,0.1302070509061949
640,6,1877.3333333333333,4.333333333333333,6.214837968349457,0.1172933424846412
640,6,1877.3333333333333,5.0,5.808734029531479,0.1156339522097578
512,6,1109.3333333333333,5.333333333333333,5.7893520295619965,0.0444291432956572
512,6,1536.0,4.333333333333333,5.844823986291885,0.0762236152232632
512,6,1365.3333333333333,4.666666666666667,5.908314079046249,0.2329633035962162
512,6,1536.0,4.666666666666667,6.692391961812973,0.0147920952431548
640,6,2474.6666666666665,4.333333333333333,5.59554198384285,0.0669579425588137
512,6,2048.0,4.0,6.012050002813339,0.0570251331159717
640,6,1450.6666666666667,6.666666666666667,5.618211984634399,0.0529382210849581
512,6,1280.0,5.333333333333333,5.741861969232559,0.1070777995269399
640,6,1536.0,3.6666666666666665,7.141528010368347,0.080965943286093
512,6,1280.0,4.666666666666667,7.088091969490051,0.0648098813281696
640,6,1024.0,4.666666666666667,7.229705959558487,0.0937575221546297
640,6,1792.0,5.666666666666667,7.105111956596375,0.1019919245739492
640,6,2304.0,5.333333333333333,7.130068004131317,0.0819976705888692
640,6,1706.6666666666667,3.333333333333333,7.1350719928741455,0.0776650381801467
640,6,1877.3333333333333,6.0,7.223896026611328,0.1399258213591614
640,6,1877.3333333333333,5.0,7.301750034093857,0.1811822683231306
640,6,1962.6666666666667,5.333333333333333,7.307813972234726,0.0655542878928106
640,6,2048.0,3.0,7.568914026021957,0.0607612847266443
640,6,1706.6666666666667,3.333333333333333,7.51867002248764,0.1530621854296594
640,6,1962.6666666666667,4.666666666666667,7.411951959133148,0.0611147903657817
512,6,1450.6666666666667,5.0,7.460106015205383,0.1486929076927678
640,6,2218.6666666666665,4.0,7.2003180384635925,0.0814681412721578
512,6,768.0,4.0,7.101854085922241,0.1090250821514792
512,6,1109.3333333333333,4.666666666666667,7.062416017055512,0.0540224721332167
512,6,1962.6666666666667,6.666666666666667,7.195630013942719,0.1256653685048701
640,6,1280.0,3.6666666666666665,7.212010055780411,0.1369037959812927
512,6,2304.0,5.333333333333333,7.101678043603897,0.0821991108384377
512,6,1365.3333333333333,4.0,7.09882402420044,0.111572998502642
640,6,1536.0,5.0,7.296280026435852,0.1002037943246163
640,6,1536.0,5.666666666666667,7.069634050130844,0.0648292180661214
512,6,1024.0,4.666666666666667,7.075478076934815,0.0558929840576066
640,6,1621.3333333333333,4.333333333333333,7.080550014972687,0.0714689528837965
512,6,1450.6666666666667,5.0,7.168675988912582,0.1394451171864328
640,6,597.3333333333334,4.333333333333333,7.184891998767853,0.1353986092994911
512,6,1109.3333333333333,3.0,7.1660239696502686,0.0854862564756136
512,6,1450.6666666666667,5.0,7.845602005720138,0.0915189064705492
512,6,1706.6666666666667,5.0,7.244797974824905,0.1290439177970465
640,6,1450.6666666666667,5.0,7.118824005126953,0.0770300548888449
512,6,1706.6666666666667,4.0,7.358896017074585,0.0635379054323418
512,6,1450.6666666666667,5.0,7.096559941768646,0.0672862572843391
512,6,1877.3333333333333,5.666666666666667,7.105380028486252,0.0755821387389649
512,6,1962.6666666666667,4.333333333333333,7.292562007904053,0.1655585963324495
640,6,1962.6666666666667,6.0,7.040868043899536,0.0668883179137449
640,6,2048.0,5.666666666666667,7.126339972019196,0.1081693669992633
640,6,2901.333333333333,5.333333333333333,7.49592599272728,0.1009717827501257
640,6,1621.3333333333333,5.666666666666667,8.268056035041809,0.0607091690672553
640,6,1792.0,5.333333333333333,7.413189947605133,0.1215918028909156
512,6,1621.3333333333333,5.666666666666667,7.066677987575531,0.0609261605589184
512,6,1877.3333333333333,4.333333333333333,7.193438023328781,0.1165793947586509
640,6,2048.0,4.666666666666667,7.204179972410202,0.0665352271732019
512,6,1194.6666666666667,7.333333333333333,7.023829966783524,0.058296163809184
512,6,1962.6666666666667,5.333333333333333,7.099918007850647,0.0919192770662714
512,6,1792.0,2.6666666666666665,7.277924001216888,0.106844859907639
640,6,1962.6666666666667,5.666666666666667,7.108330011367798,0.0792228960550682
512,6,1109.3333333333333,5.666666666666667,7.166036039590836,0.0753262977016058
640,6,2048.0,4.666666666666667,7.099307954311371,0.0682965627984574
512,6,1962.6666666666667,4.0,8.389310121536255,0.0754216075432216
512,6,1792.0,5.333333333333333,7.353425979614258,0.0697324408245197
640,6,1024.0,5.0,7.244881987571716,0.0641243852201666
512,6,1706.6666666666667,5.0,7.502110034227371,0.1401314435097931
640,6,1280.0,3.333333333333333,7.0904039442539215,0.0560650053005516
512,6,1706.6666666666667,6.333333333333333,7.117334067821503,0.0677792815277084
640,6,1621.3333333333333,3.6666666666666665,7.080115914344788,0.0686794729199649
640,6,1536.0,6.666666666666667,7.307336002588272,0.1200204725984085
512,6,1792.0,2.333333333333333,7.479250013828278,0.1230280878017278
512,6,1792.0,4.333333333333333,7.55528798699379,0.0716471333984429
512,6,1450.6666666666667,6.333333333333333,7.404838025569916,0.118078615923835
640,6,682.6666666666666,5.0,7.16878205537796,0.1549014104265714
640,6,1450.6666666666667,4.333333333333333,7.051245987415314,0.0669717011144599
512,6,1536.0,2.333333333333333,7.313752025365829,0.1669827809783096
512,6,2304.0,5.666666666666667,7.158506006002426,0.0806356376176606
512,6,1792.0,4.333333333333333,7.054025948047638,0.0545779582622842
640,6,853.3333333333334,5.333333333333333,7.453859984874725,0.1202311709090499
640,6,1450.6666666666667,5.333333333333333,7.417834043502808,0.1703141822555452
640,6,1877.3333333333333,6.0,7.395044028759003,0.1514332940641841
640,6,1536.0,3.333333333333333,7.130419969558716,0.1389838983060673
640,6,1024.0,5.333333333333333,7.134870022535324,0.0768589095373829
640,6,1536.0,6.0,7.230891972780228,0.0894276668073869
512,6,1792.0,5.0,7.137322008609772,0.1210141460477585
512,6,1621.3333333333333,3.333333333333333,7.09114795923233,0.0843250427995149
512,6,1706.6666666666667,4.666666666666667,7.094077974557877,0.0543111922282994
512,6,2133.333333333333,4.666666666666667,7.138438045978546,0.0781860633950713
512,6,1109.3333333333333,4.0,7.445572018623352,0.133386684992511
512,6,1450.6666666666667,6.666666666666667,7.109644025564194,0.0577258542318224
512,6,1877.3333333333333,5.0,7.279245972633362,0.092837635003481
512,6,1450.6666666666667,4.333333333333333,7.0938780605793,0.0514693472253939
512,6,1450.6666666666667,4.0,7.076216071844101,0.0589973282755765
512,6,1621.3333333333333,3.6666666666666665,7.42127200961113,0.0745914655423051
640,6,938.6666666666666,3.6666666666666665,7.20017796754837,0.0889347118791609
512,6,1450.6666666666667,4.0,7.092530012130737,0.0695972789801992
640,6,2560.0,3.6666666666666665,7.217223972082138,0.1131445445949333
640,6,1536.0,5.333333333333333,7.13575604557991,0.0754662569421716
640,6,1365.3333333333333,4.333333333333333,7.143941938877106,0.0974724878508189
640,6,1706.6666666666667,3.6666666666666665,7.075930058956146,0.088500482642524
512,6,1280.0,3.6666666666666665,7.1017299592494965,0.0914484219511022
512,6,1450.6666666666667,4.0,7.543957978487015,0.0576737086503089
512,6,1536.0,6.0,7.156306028366089,0.0715333370797737
640,6,1877.3333333333333,5.333333333333333,7.426276057958603,0.0815033131537954
640,6,1280.0,4.0,7.101307988166809,0.0909292466385511
512,6,1365.3333333333333,2.6666666666666665,7.11134797334671,0.0598337831137892
512,6,1536.0,7.0,7.121517986059189,0.0642344718238158
640,6,1792.0,4.666666666666667,7.047593981027603,0.071158993395391
512,6,1365.3333333333333,3.333333333333333,7.320901989936829,0.1630957209317455
640,6,2645.333333333333,5.0,7.126612037420273,0.0692480860959567
512,6,1706.6666666666667,4.666666666666667,7.069183975458145,0.052964858946993
512,6,1792.0,3.333333333333333,7.338660031557083,0.1228473444182862
512,6,1621.3333333333333,4.666666666666667,7.2248439490795135,0.1047655630480728
512,6,1109.3333333333333,3.6666666666666665,7.049845993518829,0.0546104520622472
512,6,1621.3333333333333,5.0,7.542707949876785,0.1575165262985124
512,6,1706.6666666666667,6.0,7.320188015699387,0.1491662743411203
512,6,1109.3333333333333,5.0,7.354052007198334,0.0303037522933864
512,6,2133.333333333333,5.666666666666667,7.255505979061127,0.1301569941241695
512,6,2218.6666666666665,3.0,7.123162001371384,0.0843067133916249
512,6,2133.333333333333,5.333333333333333,7.064914017915726,0.0455343416674034
512,6,2048.0,3.333333333333333,7.245030045509338,0.0804209590729503
640,6,2048.0,6.0,7.095295995473862,0.1088509205606195
512,6,1792.0,6.333333333333333,7.344635993242264,0.0540037589464159
512,6,1792.0,4.333333333333333,7.369262009859085,0.0622047624089878
640,6,1621.3333333333333,3.6666666666666665,7.310711979866028,0.1277737566716251
640,6,2133.333333333333,5.0,7.165884017944336,0.1128671435467771
512,6,2218.6666666666665,4.666666666666667,7.332874059677124,0.1683776381987284
512,6,1962.6666666666667,3.6666666666666665,7.467471987009048,0.1034839160582014
512,6,2048.0,5.0,7.197210043668747,0.1015234850196512
512,6,1536.0,4.0,7.1582940220832825,0.1081876587551207
640,6,2048.0,5.0,7.177589982748032,0.1328567862428419
640,6,2218.6666666666665,6.333333333333333,7.142311960458756,0.0743968000034205
512,6,1024.0,2.6666666666666665,7.263912051916122,0.1388049634960593
640,6,1280.0,8.0,7.100528031587601,0.1003393766804603
640,6,2048.0,4.666666666666667,7.169577986001968,0.0793090558350744
