encoder_embed_dim,encoder_layer_num,encoder_ffn_embed_dim_0,encoder_ffn_embed_dim_1,encoder_ffn_embed_dim_2,encoder_ffn_embed_dim_3,encoder_ffn_embed_dim_4,encoder_ffn_embed_dim_5,encoder_ffn_embed_dim_6,encoder_ffn_embed_dim_7,encoder_ffn_embed_dim_8,encoder_ffn_embed_dim_9,encoder_ffn_embed_dim_10,encoder_ffn_embed_dim_11,encoder_self_attention_heads_0,encoder_self_attention_heads_1,encoder_self_attention_heads_2,encoder_self_attention_heads_3,encoder_self_attention_heads_4,encoder_self_attention_heads_5,encoder_self_attention_heads_6,encoder_self_attention_heads_7,encoder_self_attention_heads_8,encoder_self_attention_heads_9,encoder_self_attention_heads_10,encoder_self_attention_heads_11,latency,temp
600.0,8.0,3072.0,1024.0,1024.0,512.0,512.0,1024.0,2048.0,3072.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,12.0,10.0,10.0,12.0,12.0,8.0,-1.0,-1.0,-1.0,-1.0,1.6886552734375,32.0
600.0,8.0,3072.0,1024.0,1024.0,512.0,512.0,1024.0,2048.0,3072.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,12.0,10.0,10.0,12.0,12.0,8.0,-1.0,-1.0,-1.0,-1.0,1.745423828125,34.0
600.0,8.0,3072.0,1024.0,1024.0,512.0,512.0,1024.0,2048.0,3072.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,12.0,10.0,10.0,12.0,12.0,8.0,-1.0,-1.0,-1.0,-1.0,1.6966143798828126,35.0
600.0,8.0,3072.0,1024.0,1024.0,512.0,512.0,1024.0,2048.0,3072.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,12.0,10.0,10.0,12.0,12.0,8.0,-1.0,-1.0,-1.0,-1.0,1.6683843994140626,36.0
600.0,8.0,3072.0,1024.0,1024.0,512.0,512.0,1024.0,2048.0,3072.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,12.0,10.0,10.0,12.0,12.0,8.0,-1.0,-1.0,-1.0,-1.0,1.787193603515625,37.0
600.0,8.0,3072.0,1024.0,1024.0,512.0,512.0,1024.0,2048.0,3072.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,12.0,10.0,10.0,12.0,12.0,8.0,-1.0,-1.0,-1.0,-1.0,1.6602864990234374,37.0
600.0,8.0,3072.0,1024.0,1024.0,512.0,512.0,1024.0,2048.0,3072.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,12.0,10.0,10.0,12.0,12.0,8.0,-1.0,-1.0,-1.0,-1.0,1.7009437255859374,38.0
600.0,8.0,3072.0,1024.0,1024.0,512.0,512.0,1024.0,2048.0,3072.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,12.0,10.0,10.0,12.0,12.0,8.0,-1.0,-1.0,-1.0,-1.0,1.7637186279296875,39.0
600.0,8.0,3072.0,1024.0,1024.0,512.0,512.0,1024.0,2048.0,3072.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,12.0,10.0,10.0,12.0,12.0,8.0,-1.0,-1.0,-1.0,-1.0,1.6900152587890624,40.0
600.0,8.0,3072.0,1024.0,1024.0,512.0,512.0,1024.0,2048.0,3072.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,12.0,10.0,10.0,12.0,12.0,8.0,-1.0,-1.0,-1.0,-1.0,1.7504862060546875,41.0
600.0,8.0,3072.0,1024.0,1024.0,512.0,512.0,1024.0,2048.0,3072.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,12.0,10.0,10.0,12.0,12.0,8.0,-1.0,-1.0,-1.0,-1.0,1.7825587158203124,42.0
600.0,8.0,3072.0,1024.0,1024.0,512.0,512.0,1024.0,2048.0,3072.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,12.0,10.0,10.0,12.0,12.0,8.0,-1.0,-1.0,-1.0,-1.0,1.5895872802734374,42.0
600.0,8.0,3072.0,1024.0,1024.0,512.0,512.0,1024.0,2048.0,3072.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,12.0,10.0,10.0,12.0,12.0,8.0,-1.0,-1.0,-1.0,-1.0,1.67341259765625,44.0
600.0,8.0,3072.0,1024.0,1024.0,512.0,512.0,1024.0,2048.0,3072.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,12.0,10.0,10.0,12.0,12.0,8.0,-1.0,-1.0,-1.0,-1.0,1.7684122314453126,44.0
600.0,8.0,3072.0,1024.0,1024.0,512.0,512.0,1024.0,2048.0,3072.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,12.0,10.0,10.0,12.0,12.0,8.0,-1.0,-1.0,-1.0,-1.0,1.7476591796875,45.0
600.0,8.0,3072.0,1024.0,1024.0,512.0,512.0,1024.0,2048.0,3072.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,12.0,10.0,10.0,12.0,12.0,8.0,-1.0,-1.0,-1.0,-1.0,1.711088134765625,45.0
600.0,8.0,3072.0,1024.0,1024.0,512.0,512.0,1024.0,2048.0,3072.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,12.0,10.0,10.0,12.0,12.0,8.0,-1.0,-1.0,-1.0,-1.0,1.8248033447265626,46.0
600.0,8.0,3072.0,1024.0,1024.0,512.0,512.0,1024.0,2048.0,3072.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,12.0,10.0,10.0,12.0,12.0,8.0,-1.0,-1.0,-1.0,-1.0,1.75884033203125,46.0
600.0,8.0,3072.0,1024.0,1024.0,512.0,512.0,1024.0,2048.0,3072.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,12.0,10.0,10.0,12.0,12.0,8.0,-1.0,-1.0,-1.0,-1.0,1.7724232177734376,47.0
600.0,8.0,3072.0,1024.0,1024.0,512.0,512.0,1024.0,2048.0,3072.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,12.0,10.0,10.0,12.0,12.0,8.0,-1.0,-1.0,-1.0,-1.0,1.734956787109375,48.0
600.0,8.0,3072.0,1024.0,1024.0,512.0,512.0,1024.0,2048.0,3072.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,12.0,10.0,10.0,12.0,12.0,8.0,-1.0,-1.0,-1.0,-1.0,1.7172781982421874,48.0
600.0,8.0,3072.0,1024.0,1024.0,512.0,512.0,1024.0,2048.0,3072.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,12.0,10.0,10.0,12.0,12.0,8.0,-1.0,-1.0,-1.0,-1.0,1.6563192138671874,49.0
600.0,8.0,3072.0,1024.0,1024.0,512.0,512.0,1024.0,2048.0,3072.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,12.0,10.0,10.0,12.0,12.0,8.0,-1.0,-1.0,-1.0,-1.0,1.7170491943359374,50.0
600.0,8.0,3072.0,1024.0,1024.0,512.0,512.0,1024.0,2048.0,3072.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,12.0,10.0,10.0,12.0,12.0,8.0,-1.0,-1.0,-1.0,-1.0,1.6969930419921875,51.0
600.0,8.0,3072.0,1024.0,1024.0,512.0,512.0,1024.0,2048.0,3072.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,12.0,10.0,10.0,12.0,12.0,8.0,-1.0,-1.0,-1.0,-1.0,1.6739019775390624,51.0
600.0,8.0,3072.0,1024.0,1024.0,512.0,512.0,1024.0,2048.0,3072.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,12.0,10.0,10.0,12.0,12.0,8.0,-1.0,-1.0,-1.0,-1.0,1.6870301513671875,52.0
600.0,8.0,3072.0,1024.0,1024.0,512.0,512.0,1024.0,2048.0,3072.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,12.0,10.0,10.0,12.0,12.0,8.0,-1.0,-1.0,-1.0,-1.0,1.7034801025390625,53.0
600.0,8.0,3072.0,1024.0,1024.0,512.0,512.0,1024.0,2048.0,3072.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,12.0,10.0,10.0,12.0,12.0,8.0,-1.0,-1.0,-1.0,-1.0,1.80107421875,53.0
600.0,8.0,3072.0,1024.0,1024.0,512.0,512.0,1024.0,2048.0,3072.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,12.0,10.0,10.0,12.0,12.0,8.0,-1.0,-1.0,-1.0,-1.0,1.765173583984375,54.0
600.0,8.0,3072.0,1024.0,1024.0,512.0,512.0,1024.0,2048.0,3072.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,12.0,10.0,10.0,12.0,12.0,8.0,-1.0,-1.0,-1.0,-1.0,1.732958740234375,54.0
480.0,8.0,512.0,2048.0,2048.0,3072.0,512.0,512.0,1024.0,1024.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,4.0,10.0,2.0,2.0,2.0,10.0,-1.0,-1.0,-1.0,-1.0,1.62197705078125,54.0
480.0,8.0,512.0,2048.0,2048.0,3072.0,512.0,512.0,1024.0,1024.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,4.0,10.0,2.0,2.0,2.0,10.0,-1.0,-1.0,-1.0,-1.0,1.6380025634765625,55.0
480.0,8.0,512.0,2048.0,2048.0,3072.0,512.0,512.0,1024.0,1024.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,4.0,10.0,2.0,2.0,2.0,10.0,-1.0,-1.0,-1.0,-1.0,1.602741943359375,55.0
480.0,8.0,512.0,2048.0,2048.0,3072.0,512.0,512.0,1024.0,1024.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,4.0,10.0,2.0,2.0,2.0,10.0,-1.0,-1.0,-1.0,-1.0,1.6755164794921875,56.0
480.0,8.0,512.0,2048.0,2048.0,3072.0,512.0,512.0,1024.0,1024.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,4.0,10.0,2.0,2.0,2.0,10.0,-1.0,-1.0,-1.0,-1.0,1.621501708984375,56.0
480.0,8.0,512.0,2048.0,2048.0,3072.0,512.0,512.0,1024.0,1024.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,4.0,10.0,2.0,2.0,2.0,10.0,-1.0,-1.0,-1.0,-1.0,1.501869140625,57.0
480.0,8.0,512.0,2048.0,2048.0,3072.0,512.0,512.0,1024.0,1024.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,4.0,10.0,2.0,2.0,2.0,10.0,-1.0,-1.0,-1.0,-1.0,1.583930419921875,57.0
480.0,8.0,512.0,2048.0,2048.0,3072.0,512.0,512.0,1024.0,1024.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,4.0,10.0,2.0,2.0,2.0,10.0,-1.0,-1.0,-1.0,-1.0,1.6505567626953126,57.0
480.0,8.0,512.0,2048.0,2048.0,3072.0,512.0,512.0,1024.0,1024.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,4.0,10.0,2.0,2.0,2.0,10.0,-1.0,-1.0,-1.0,-1.0,1.66278759765625,58.0
480.0,8.0,512.0,2048.0,2048.0,3072.0,512.0,512.0,1024.0,1024.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,4.0,10.0,2.0,2.0,2.0,10.0,-1.0,-1.0,-1.0,-1.0,1.62082470703125,57.0
480.0,8.0,512.0,2048.0,2048.0,3072.0,512.0,512.0,1024.0,1024.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,4.0,10.0,2.0,2.0,2.0,10.0,-1.0,-1.0,-1.0,-1.0,1.5489625244140626,57.0
480.0,8.0,512.0,2048.0,2048.0,3072.0,512.0,512.0,1024.0,1024.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,4.0,10.0,2.0,2.0,2.0,10.0,-1.0,-1.0,-1.0,-1.0,1.717111083984375,57.0
480.0,8.0,512.0,2048.0,2048.0,3072.0,512.0,512.0,1024.0,1024.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,4.0,10.0,2.0,2.0,2.0,10.0,-1.0,-1.0,-1.0,-1.0,1.560430419921875,57.0
480.0,8.0,512.0,2048.0,2048.0,3072.0,512.0,512.0,1024.0,1024.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,4.0,10.0,2.0,2.0,2.0,10.0,-1.0,-1.0,-1.0,-1.0,1.575510498046875,57.0
480.0,8.0,512.0,2048.0,2048.0,3072.0,512.0,512.0,1024.0,1024.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,4.0,10.0,2.0,2.0,2.0,10.0,-1.0,-1.0,-1.0,-1.0,1.63338037109375,57.0
480.0,8.0,512.0,2048.0,2048.0,3072.0,512.0,512.0,1024.0,1024.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,4.0,10.0,2.0,2.0,2.0,10.0,-1.0,-1.0,-1.0,-1.0,1.726976806640625,57.0
480.0,8.0,512.0,2048.0,2048.0,3072.0,512.0,512.0,1024.0,1024.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,4.0,10.0,2.0,2.0,2.0,10.0,-1.0,-1.0,-1.0,-1.0,1.621441162109375,57.0
480.0,8.0,512.0,2048.0,2048.0,3072.0,512.0,512.0,1024.0,1024.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,4.0,10.0,2.0,2.0,2.0,10.0,-1.0,-1.0,-1.0,-1.0,1.6274034423828125,57.0
480.0,8.0,512.0,2048.0,2048.0,3072.0,512.0,512.0,1024.0,1024.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,4.0,10.0,2.0,2.0,2.0,10.0,-1.0,-1.0,-1.0,-1.0,1.54154736328125,57.0
480.0,8.0,512.0,2048.0,2048.0,3072.0,512.0,512.0,1024.0,1024.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,4.0,10.0,2.0,2.0,2.0,10.0,-1.0,-1.0,-1.0,-1.0,1.665154052734375,57.0
480.0,8.0,512.0,2048.0,2048.0,3072.0,512.0,512.0,1024.0,1024.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,4.0,10.0,2.0,2.0,2.0,10.0,-1.0,-1.0,-1.0,-1.0,1.63592138671875,57.0
480.0,8.0,512.0,2048.0,2048.0,3072.0,512.0,512.0,1024.0,1024.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,4.0,10.0,2.0,2.0,2.0,10.0,-1.0,-1.0,-1.0,-1.0,1.5823680419921875,57.0
480.0,8.0,512.0,2048.0,2048.0,3072.0,512.0,512.0,1024.0,1024.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,4.0,10.0,2.0,2.0,2.0,10.0,-1.0,-1.0,-1.0,-1.0,1.61043701171875,57.0
480.0,8.0,512.0,2048.0,2048.0,3072.0,512.0,512.0,1024.0,1024.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,4.0,10.0,2.0,2.0,2.0,10.0,-1.0,-1.0,-1.0,-1.0,1.6274468994140625,58.0
480.0,8.0,512.0,2048.0,2048.0,3072.0,512.0,512.0,1024.0,1024.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,4.0,10.0,2.0,2.0,2.0,10.0,-1.0,-1.0,-1.0,-1.0,1.7031024169921876,58.0
480.0,8.0,512.0,2048.0,2048.0,3072.0,512.0,512.0,1024.0,1024.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,4.0,10.0,2.0,2.0,2.0,10.0,-1.0,-1.0,-1.0,-1.0,1.669353759765625,58.0
480.0,8.0,512.0,2048.0,2048.0,3072.0,512.0,512.0,1024.0,1024.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,4.0,10.0,2.0,2.0,2.0,10.0,-1.0,-1.0,-1.0,-1.0,1.6194952392578126,58.0
480.0,8.0,512.0,2048.0,2048.0,3072.0,512.0,512.0,1024.0,1024.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,4.0,10.0,2.0,2.0,2.0,10.0,-1.0,-1.0,-1.0,-1.0,1.6356031494140626,58.0
480.0,8.0,512.0,2048.0,2048.0,3072.0,512.0,512.0,1024.0,1024.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,4.0,10.0,2.0,2.0,2.0,10.0,-1.0,-1.0,-1.0,-1.0,1.7516923828125,58.0
480.0,8.0,512.0,2048.0,2048.0,3072.0,512.0,512.0,1024.0,1024.0,-1.0,-1.0,-1.0,-1.0,2.0,6.0,4.0,10.0,2.0,2.0,2.0,10.0,-1.0,-1.0,-1.0,-1.0,1.64131591796875,58.0
600.0,12.0,1024.0,3072.0,3072.0,512.0,2048.0,512.0,2048.0,512.0,2048.0,512.0,3072.0,2048.0,6.0,10.0,10.0,12.0,8.0,10.0,10.0,8.0,12.0,2.0,12.0,4.0,2.08165380859375,58.0
600.0,12.0,1024.0,3072.0,3072.0,512.0,2048.0,512.0,2048.0,512.0,2048.0,512.0,3072.0,2048.0,6.0,10.0,10.0,12.0,8.0,10.0,10.0,8.0,12.0,2.0,12.0,4.0,2.002588134765625,59.0
600.0,12.0,1024.0,3072.0,3072.0,512.0,2048.0,512.0,2048.0,512.0,2048.0,512.0,3072.0,2048.0,6.0,10.0,10.0,12.0,8.0,10.0,10.0,8.0,12.0,2.0,12.0,4.0,1.9417679443359375,60.0
600.0,12.0,1024.0,3072.0,3072.0,512.0,2048.0,512.0,2048.0,512.0,2048.0,512.0,3072.0,2048.0,6.0,10.0,10.0,12.0,8.0,10.0,10.0,8.0,12.0,2.0,12.0,4.0,2.016365234375,61.0
600.0,12.0,1024.0,3072.0,3072.0,512.0,2048.0,512.0,2048.0,512.0,2048.0,512.0,3072.0,2048.0,6.0,10.0,10.0,12.0,8.0,10.0,10.0,8.0,12.0,2.0,12.0,4.0,1.9850264892578124,61.0
600.0,12.0,1024.0,3072.0,3072.0,512.0,2048.0,512.0,2048.0,512.0,2048.0,512.0,3072.0,2048.0,6.0,10.0,10.0,12.0,8.0,10.0,10.0,8.0,12.0,2.0,12.0,4.0,1.955557861328125,62.0
600.0,12.0,1024.0,3072.0,3072.0,512.0,2048.0,512.0,2048.0,512.0,2048.0,512.0,3072.0,2048.0,6.0,10.0,10.0,12.0,8.0,10.0,10.0,8.0,12.0,2.0,12.0,4.0,1.9430426025390626,63.0
600.0,12.0,1024.0,3072.0,3072.0,512.0,2048.0,512.0,2048.0,512.0,2048.0,512.0,3072.0,2048.0,6.0,10.0,10.0,12.0,8.0,10.0,10.0,8.0,12.0,2.0,12.0,4.0,1.921972412109375,63.0
600.0,12.0,1024.0,3072.0,3072.0,512.0,2048.0,512.0,2048.0,512.0,2048.0,512.0,3072.0,2048.0,6.0,10.0,10.0,12.0,8.0,10.0,10.0,8.0,12.0,2.0,12.0,4.0,1.9484034423828125,64.0
600.0,12.0,1024.0,3072.0,3072.0,512.0,2048.0,512.0,2048.0,512.0,2048.0,512.0,3072.0,2048.0,6.0,10.0,10.0,12.0,8.0,10.0,10.0,8.0,12.0,2.0,12.0,4.0,1.9535155029296876,64.0
600.0,12.0,1024.0,3072.0,3072.0,512.0,2048.0,512.0,2048.0,512.0,2048.0,512.0,3072.0,2048.0,6.0,10.0,10.0,12.0,8.0,10.0,10.0,8.0,12.0,2.0,12.0,4.0,1.910559814453125,65.0
600.0,12.0,1024.0,3072.0,3072.0,512.0,2048.0,512.0,2048.0,512.0,2048.0,512.0,3072.0,2048.0,6.0,10.0,10.0,12.0,8.0,10.0,10.0,8.0,12.0,2.0,12.0,4.0,1.9542608642578125,65.0
600.0,12.0,1024.0,3072.0,3072.0,512.0,2048.0,512.0,2048.0,512.0,2048.0,512.0,3072.0,2048.0,6.0,10.0,10.0,12.0,8.0,10.0,10.0,8.0,12.0,2.0,12.0,4.0,2.022570556640625,66.0
600.0,12.0,1024.0,3072.0,3072.0,512.0,2048.0,512.0,2048.0,512.0,2048.0,512.0,3072.0,2048.0,6.0,10.0,10.0,12.0,8.0,10.0,10.0,8.0,12.0,2.0,12.0,4.0,1.951334228515625,66.0
600.0,12.0,1024.0,3072.0,3072.0,512.0,2048.0,512.0,2048.0,512.0,2048.0,512.0,3072.0,2048.0,6.0,10.0,10.0,12.0,8.0,10.0,10.0,8.0,12.0,2.0,12.0,4.0,1.933099365234375,67.0
600.0,12.0,1024.0,3072.0,3072.0,512.0,2048.0,512.0,2048.0,512.0,2048.0,512.0,3072.0,2048.0,6.0,10.0,10.0,12.0,8.0,10.0,10.0,8.0,12.0,2.0,12.0,4.0,2.002141845703125,67.0
600.0,12.0,1024.0,3072.0,3072.0,512.0,2048.0,512.0,2048.0,512.0,2048.0,512.0,3072.0,2048.0,6.0,10.0,10.0,12.0,8.0,10.0,10.0,8.0,12.0,2.0,12.0,4.0,1.965489990234375,68.0
600.0,12.0,1024.0,3072.0,3072.0,512.0,2048.0,512.0,2048.0,512.0,2048.0,512.0,3072.0,2048.0,6.0,10.0,10.0,12.0,8.0,10.0,10.0,8.0,12.0,2.0,12.0,4.0,1.9477996826171875,68.0
600.0,12.0,1024.0,3072.0,3072.0,512.0,2048.0,512.0,2048.0,512.0,2048.0,512.0,3072.0,2048.0,6.0,10.0,10.0,12.0,8.0,10.0,10.0,8.0,12.0,2.0,12.0,4.0,1.9306590576171876,68.0
600.0,12.0,1024.0,3072.0,3072.0,512.0,2048.0,512.0,2048.0,512.0,2048.0,512.0,3072.0,2048.0,6.0,10.0,10.0,12.0,8.0,10.0,10.0,8.0,12.0,2.0,12.0,4.0,2.0057049560546876,69.0
600.0,12.0,1024.0,3072.0,3072.0,512.0,2048.0,512.0,2048.0,512.0,2048.0,512.0,3072.0,2048.0,6.0,10.0,10.0,12.0,8.0,10.0,10.0,8.0,12.0,2.0,12.0,4.0,2.025681884765625,69.0
600.0,12.0,1024.0,3072.0,3072.0,512.0,2048.0,512.0,2048.0,512.0,2048.0,512.0,3072.0,2048.0,6.0,10.0,10.0,12.0,8.0,10.0,10.0,8.0,12.0,2.0,12.0,4.0,2.0170711669921877,50.0
600.0,12.0,1024.0,3072.0,3072.0,512.0,2048.0,512.0,2048.0,512.0,2048.0,512.0,3072.0,2048.0,6.0,10.0,10.0,12.0,8.0,10.0,10.0,8.0,12.0,2.0,12.0,4.0,2.0212730712890625,53.0
600.0,12.0,1024.0,3072.0,3072.0,512.0,2048.0,512.0,2048.0,512.0,2048.0,512.0,3072.0,2048.0,6.0,10.0,10.0,12.0,8.0,10.0,10.0,8.0,12.0,2.0,12.0,4.0,1.9458162841796875,54.0
600.0,12.0,1024.0,3072.0,3072.0,512.0,2048.0,512.0,2048.0,512.0,2048.0,512.0,3072.0,2048.0,6.0,10.0,10.0,12.0,8.0,10.0,10.0,8.0,12.0,2.0,12.0,4.0,1.9443817138671875,55.0
600.0,12.0,1024.0,3072.0,3072.0,512.0,2048.0,512.0,2048.0,512.0,2048.0,512.0,3072.0,2048.0,6.0,10.0,10.0,12.0,8.0,10.0,10.0,8.0,12.0,2.0,12.0,4.0,1.971931396484375,56.0
600.0,12.0,1024.0,3072.0,3072.0,512.0,2048.0,512.0,2048.0,512.0,2048.0,512.0,3072.0,2048.0,6.0,10.0,10.0,12.0,8.0,10.0,10.0,8.0,12.0,2.0,12.0,4.0,2.0073665771484377,57.0
600.0,12.0,1024.0,3072.0,3072.0,512.0,2048.0,512.0,2048.0,512.0,2048.0,512.0,3072.0,2048.0,6.0,10.0,10.0,12.0,8.0,10.0,10.0,8.0,12.0,2.0,12.0,4.0,1.9469400634765626,58.0
600.0,12.0,1024.0,3072.0,3072.0,512.0,2048.0,512.0,2048.0,512.0,2048.0,512.0,3072.0,2048.0,6.0,10.0,10.0,12.0,8.0,10.0,10.0,8.0,12.0,2.0,12.0,4.0,1.835527587890625,59.0
600.0,12.0,1024.0,3072.0,3072.0,512.0,2048.0,512.0,2048.0,512.0,2048.0,512.0,3072.0,2048.0,6.0,10.0,10.0,12.0,8.0,10.0,10.0,8.0,12.0,2.0,12.0,4.0,2.0173480224609377,59.0
360.0,8.0,512.0,1024.0,3072.0,512.0,1024.0,2048.0,512.0,3072.0,-1.0,-1.0,-1.0,-1.0,6.0,8.0,4.0,4.0,2.0,10.0,4.0,10.0,-1.0,-1.0,-1.0,-1.0,1.5307408447265625,60.0
360.0,8.0,512.0,1024.0,3072.0,512.0,1024.0,2048.0,512.0,3072.0,-1.0,-1.0,-1.0,-1.0,6.0,8.0,4.0,4.0,2.0,10.0,4.0,10.0,-1.0,-1.0,-1.0,-1.0,1.5979974365234375,60.0
360.0,8.0,512.0,1024.0,3072.0,512.0,1024.0,2048.0,512.0,3072.0,-1.0,-1.0,-1.0,-1.0,6.0,8.0,4.0,4.0,2.0,10.0,4.0,10.0,-1.0,-1.0,-1.0,-1.0,1.5930625,60.0
360.0,8.0,512.0,1024.0,3072.0,512.0,1024.0,2048.0,512.0,3072.0,-1.0,-1.0,-1.0,-1.0,6.0,8.0,4.0,4.0,2.0,10.0,4.0,10.0,-1.0,-1.0,-1.0,-1.0,1.6189046630859374,59.0
360.0,8.0,512.0,1024.0,3072.0,512.0,1024.0,2048.0,512.0,3072.0,-1.0,-1.0,-1.0,-1.0,6.0,8.0,4.0,4.0,2.0,10.0,4.0,10.0,-1.0,-1.0,-1.0,-1.0,1.6214246826171874,60.0
360.0,8.0,512.0,1024.0,3072.0,512.0,1024.0,2048.0,512.0,3072.0,-1.0,-1.0,-1.0,-1.0,6.0,8.0,4.0,4.0,2.0,10.0,4.0,10.0,-1.0,-1.0,-1.0,-1.0,1.619539306640625,60.0
360.0,8.0,512.0,1024.0,3072.0,512.0,1024.0,2048.0,512.0,3072.0,-1.0,-1.0,-1.0,-1.0,6.0,8.0,4.0,4.0,2.0,10.0,4.0,10.0,-1.0,-1.0,-1.0,-1.0,1.645765380859375,60.0
360.0,8.0,512.0,1024.0,3072.0,512.0,1024.0,2048.0,512.0,3072.0,-1.0,-1.0,-1.0,-1.0,6.0,8.0,4.0,4.0,2.0,10.0,4.0,10.0,-1.0,-1.0,-1.0,-1.0,1.6211630859375,60.0
360.0,8.0,512.0,1024.0,3072.0,512.0,1024.0,2048.0,512.0,3072.0,-1.0,-1.0,-1.0,-1.0,6.0,8.0,4.0,4.0,2.0,10.0,4.0,10.0,-1.0,-1.0,-1.0,-1.0,1.5655997314453125,60.0
360.0,8.0,512.0,1024.0,3072.0,512.0,1024.0,2048.0,512.0,3072.0,-1.0,-1.0,-1.0,-1.0,6.0,8.0,4.0,4.0,2.0,10.0,4.0,10.0,-1.0,-1.0,-1.0,-1.0,1.5620001220703126,60.0
360.0,8.0,512.0,1024.0,3072.0,512.0,1024.0,2048.0,512.0,3072.0,-1.0,-1.0,-1.0,-1.0,6.0,8.0,4.0,4.0,2.0,10.0,4.0,10.0,-1.0,-1.0,-1.0,-1.0,1.4928515625,60.0
360.0,8.0,512.0,1024.0,3072.0,512.0,1024.0,2048.0,512.0,3072.0,-1.0,-1.0,-1.0,-1.0,6.0,8.0,4.0,4.0,2.0,10.0,4.0,10.0,-1.0,-1.0,-1.0,-1.0,1.5784945068359375,60.0
360.0,8.0,512.0,1024.0,3072.0,512.0,1024.0,2048.0,512.0,3072.0,-1.0,-1.0,-1.0,-1.0,6.0,8.0,4.0,4.0,2.0,10.0,4.0,10.0,-1.0,-1.0,-1.0,-1.0,1.5441748046875,60.0
360.0,8.0,512.0,1024.0,3072.0,512.0,1024.0,2048.0,512.0,3072.0,-1.0,-1.0,-1.0,-1.0,6.0,8.0,4.0,4.0,2.0,10.0,4.0,10.0,-1.0,-1.0,-1.0,-1.0,1.62187939453125,60.0
360.0,8.0,512.0,1024.0,3072.0,512.0,1024.0,2048.0,512.0,3072.0,-1.0,-1.0,-1.0,-1.0,6.0,8.0,4.0,4.0,2.0,10.0,4.0,10.0,-1.0,-1.0,-1.0,-1.0,1.5808345947265625,60.0
360.0,8.0,512.0,1024.0,3072.0,512.0,1024.0,2048.0,512.0,3072.0,-1.0,-1.0,-1.0,-1.0,6.0,8.0,4.0,4.0,2.0,10.0,4.0,10.0,-1.0,-1.0,-1.0,-1.0,1.6082830810546875,60.0
